ANN_model,digit_Ab,iteration,k,L,accuracy,TNrate,recall,f1,precision,time,metric
1,1,4,1,2,0.951666667,0.974561404,0.516666667,0.516666667,0.516666667,4.632999897,Projection Distance
1,1,4,2,1,0.95,0.973684211,0.5,0.5,0.5,4.73810339,Projection Distance
1,1,4,2,2,0.948666667,0.972982456,0.486666667,0.486666667,0.486666667,4.737950325,Projection Distance
1,1,4,3,1,0.974333333,0.986491228,0.743333333,0.743333333,0.743333333,4.660447121,Projection Distance
1,1,4,3,2,0.971,0.984736842,0.71,0.71,0.71,4.660044193,Projection Distance
1,1,4,4,1,0.956333333,0.977017544,0.563333333,0.563333333,0.563333333,4.716799021,Projection Distance
1,1,4,4,2,0.939,0.967894737,0.39,0.39,0.39,4.716699123,Projection Distance
1,1,4,5,1,0.955666667,0.976666667,0.556666667,0.556666667,0.556666667,4.650369167,Projection Distance
1,1,4,5,2,0.944,0.970526316,0.44,0.44,0.44,4.645457029,Projection Distance
1,1,4,6,1,0.918,0.956842105,0.18,0.18,0.18,4.727544785,Projection Distance
1,1,4,6,2,0.936333333,0.966491228,0.363333333,0.363333333,0.363333333,4.727903128,Projection Distance
1,1,4,7,1,0.97,0.984210526,0.7,0.7,0.7,4.708703756,Projection Distance
1,1,4,7,2,0.980666667,0.989824561,0.806666667,0.806666667,0.806666667,4.709141254,Projection Distance
1,1,4,8,1,0.972666667,0.985614035,0.726666667,0.726666667,0.726666667,4.732012987,Projection Distance
1,1,4,8,2,0.95,0.973684211,0.5,0.5,0.5,4.732439995,Projection Distance
1,1,4,9,1,0.954,0.975789474,0.54,0.54,0.54,4.757081509,Projection Distance
1,1,4,9,2,0.933333333,0.964912281,0.333333333,0.333333333,0.333333333,4.757714748,Projection Distance
1,1,4,10,1,0.958,0.977894737,0.58,0.58,0.58,4.958583117,Projection Distance
1,1,4,10,2,0.966,0.982105263,0.66,0.66,0.66,4.959233522,Projection Distance
