digit_Ab,iteration,k,FPrate,accuracy,f1,precision,recall,time
9,0,1,0.03280701754385965,0.9376666666666666,0.37666666666666665,0.37666666666666665,0.37666666666666665,3.65916109085083
9,0,2,0.034736842105263156,0.934,0.34,0.34,0.34,3.8761260509490967
9,0,3,0.0356140350877193,0.9323333333333333,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.601157903671265
9,0,4,0.035789473684210524,0.932,0.32,0.32,0.32,4.211203098297119
9,0,5,0.03614035087719298,0.9313333333333333,0.31333333333333335,0.31333333333333335,0.31333333333333335,3.870271921157837
9,0,6,0.0356140350877193,0.9323333333333333,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.1469950675964355
9,0,7,0.0356140350877193,0.9323333333333333,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.196153163909912
9,0,8,0.035263157894736843,0.933,0.33,0.33,0.33,4.921220064163208
9,0,9,0.03508771929824561,0.9333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.927576065063477
9,0,10,0.034736842105263156,0.934,0.34,0.34,0.34,4.209336996078491
9,0,11,0.0343859649122807,0.9346666666666666,0.3466666666666667,0.3466666666666667,0.3466666666666667,4.3195929527282715
9,0,12,0.034210526315789476,0.935,0.35,0.35,0.35,3.911036968231201
9,0,13,0.03456140350877193,0.9343333333333333,0.3433333333333333,0.3433333333333333,0.3433333333333333,3.336092233657837
9,0,14,0.0343859649122807,0.9346666666666666,0.3466666666666667,0.3466666666666667,0.3466666666666667,3.447683095932007
9,0,15,0.03456140350877193,0.9343333333333333,0.3433333333333333,0.3433333333333333,0.3433333333333333,3.366274833679199
9,0,16,0.0343859649122807,0.9346666666666666,0.3466666666666667,0.3466666666666667,0.3466666666666667,3.427666187286377
9,0,32,0.03385964912280702,0.9356666666666666,0.35666666666666674,0.3566666666666667,0.3566666666666667,3.2999250888824463
9,0,64,0.03368421052631579,0.936,0.36,0.36,0.36,3.876859188079834
9,0,128,0.03543859649122807,0.9326666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,4.694215774536133
9,0,256,0.03666666666666667,0.9303333333333333,0.30333333333333334,0.30333333333333334,0.30333333333333334,4.9468560218811035
9,0,512,0.045263157894736845,0.914,0.14,0.14,0.14,3.816577196121216
9,0,784,0.05263157894736842,0.9,0.0,0.0,0.0,3.723846912384033
9,1,1,0.03508771929824561,0.9333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.047504901885986
9,1,2,0.037894736842105266,0.928,0.28,0.28,0.28,4.307352066040039
9,1,3,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,5.318363904953003
9,1,4,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,5.445274829864502
9,1,5,0.03824561403508772,0.9273333333333333,0.2733333333333333,0.2733333333333333,0.2733333333333333,5.005315065383911
9,1,6,0.037719298245614034,0.9283333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,4.48740816116333
9,1,7,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,3.7321391105651855
9,1,8,0.03754385964912281,0.9286666666666666,0.2866666666666667,0.2866666666666667,0.2866666666666667,3.935441017150879
9,1,9,0.03736842105263158,0.929,0.29,0.29,0.29,4.047577142715454
9,1,10,0.03736842105263158,0.929,0.29,0.29,0.29,3.5005998611450195
9,1,11,0.03701754385964912,0.9296666666666666,0.2966666666666667,0.2966666666666667,0.2966666666666667,3.6794521808624268
