digit_Ab,iteration,k,FPrate,accuracy,f1,precision,recall,time
4,0,1,0.052456140350877194,0.9003333333333333,0.003333333333333334,0.0033333333333333335,0.0033333333333333335,0.3581399917602539
4,0,2,0.03245614035087719,0.9383333333333334,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.3817479610443115
4,0,3,0.023333333333333334,0.9556666666666667,0.5566666666666666,0.5566666666666666,0.5566666666666666,0.3727550506591797
4,0,4,0.032280701754385965,0.9386666666666666,0.38666666666666666,0.38666666666666666,0.38666666666666666,0.38690185546875
4,0,5,0.03754385964912281,0.9286666666666666,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.41739916801452637
4,0,6,0.03491228070175439,0.9336666666666666,0.33666666666666667,0.33666666666666667,0.33666666666666667,0.4025299549102783
4,0,7,0.032105263157894734,0.939,0.39,0.39,0.39,0.41503000259399414
4,0,8,0.03824561403508772,0.9273333333333333,0.2733333333333333,0.2733333333333333,0.2733333333333333,0.4362521171569824
4,0,9,0.03754385964912281,0.9286666666666666,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.41483592987060547
4,0,10,0.03859649122807018,0.9266666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.42414307594299316
4,0,11,0.041403508771929824,0.9213333333333333,0.21333333333333337,0.21333333333333335,0.21333333333333335,0.4066941738128662
4,0,12,0.04280701754385965,0.9186666666666666,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.464184045791626
4,0,13,0.04263157894736842,0.919,0.19,0.19,0.19,0.47222018241882324
4,0,14,0.04280701754385965,0.9186666666666666,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.48019981384277344
4,0,15,0.04350877192982456,0.9173333333333333,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.44919610023498535
4,0,16,0.043859649122807015,0.9166666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5036606788635254
4,0,32,0.0412280701754386,0.9216666666666666,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.6384449005126953
4,0,64,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,0.9230902194976807
4,0,128,0.037894736842105266,0.928,0.28,0.28,0.28,1.0865380764007568
4,0,256,0.03684210526315789,0.93,0.3,0.3,0.3,2.108243942260742
4,0,512,0.03684210526315789,0.93,0.3,0.3,0.3,3.9518508911132812
4,0,784,0.05,0.905,0.05000000000000001,0.05,0.05,4.6260998249053955
4,1,1,0.05263157894736842,0.9,0.0,0.0,0.0,0.3892979621887207
4,1,2,0.03245614035087719,0.9383333333333334,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.4110138416290283
