digit_Ab,iteration,k,FPrate,accuracy,f1,precision,recall,time
4,0,1,0.037192982456140354,0.9293333333333333,0.29333333333333333,0.29333333333333333,0.29333333333333333,4.292571067810059
4,0,2,0.039473684210526314,0.925,0.25,0.25,0.25,4.889478921890259
4,0,3,0.040175438596491225,0.9236666666666666,0.23666666666666666,0.23666666666666666,0.23666666666666666,4.738991737365723
4,0,4,0.039649122807017545,0.9246666666666666,0.2466666666666667,0.24666666666666667,0.24666666666666667,4.294941186904907
4,0,5,0.03894736842105263,0.926,0.26,0.26,0.26,4.417346000671387
4,0,6,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,4.479374170303345
4,0,7,0.039473684210526314,0.925,0.25,0.25,0.25,3.771639823913574
4,0,8,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.7939908504486084
4,0,9,0.03929824561403509,0.9253333333333333,0.25333333333333335,0.25333333333333335,0.25333333333333335,3.8888862133026123
4,0,10,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.7170910835266113
4,0,11,0.03859649122807018,0.9266666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,3.6408629417419434
4,0,12,0.038421052631578946,0.927,0.27,0.27,0.27,3.683014154434204
4,0,13,0.03859649122807018,0.9266666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,3.4431071281433105
4,0,14,0.0387719298245614,0.9263333333333333,0.2633333333333333,0.2633333333333333,0.2633333333333333,3.117521047592163
4,0,15,0.0387719298245614,0.9263333333333333,0.2633333333333333,0.2633333333333333,0.2633333333333333,3.246117115020752
4,0,16,0.038421052631578946,0.927,0.27,0.27,0.27,3.2904109954833984
4,0,32,0.03684210526315789,0.93,0.3,0.3,0.3,3.227776050567627
4,0,64,0.035263157894736843,0.933,0.33,0.33,0.33,3.758258104324341
4,0,128,0.03263157894736842,0.938,0.38,0.38,0.38,3.558950185775757
4,0,256,0.03456140350877193,0.9343333333333333,0.3433333333333333,0.3433333333333333,0.3433333333333333,3.5292580127716064
4,0,512,0.045789473684210526,0.913,0.13,0.13,0.13,3.4449782371520996
4,0,784,0.05263157894736842,0.9,0.0,0.0,0.0,3.4728450775146484
4,1,1,0.03631578947368421,0.931,0.31,0.31,0.31,3.9468400478363037
4,1,2,0.03684210526315789,0.93,0.3,0.3,0.3,3.854336738586426
4,1,3,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,3.4667608737945557
4,1,4,0.037719298245614034,0.9283333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,3.4914698600769043
4,1,5,0.037192982456140354,0.9293333333333333,0.29333333333333333,0.29333333333333333,0.29333333333333333,3.27848482131958
4,1,6,0.037192982456140354,0.9293333333333333,0.29333333333333333,0.29333333333333333,0.29333333333333333,3.292905330657959
4,1,7,0.037192982456140354,0.9293333333333333,0.29333333333333333,0.29333333333333333,0.29333333333333333,3.2526679039001465
4,1,8,0.037719298245614034,0.9283333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,3.343780040740967
4,1,9,0.037192982456140354,0.9293333333333333,0.29333333333333333,0.29333333333333333,0.29333333333333333,3.2229151725769043
4,1,10,0.03754385964912281,0.9286666666666666,0.2866666666666667,0.2866666666666667,0.2866666666666667,3.235280752182007
4,1,11,0.03701754385964912,0.9296666666666666,0.2966666666666667,0.2966666666666667,0.2966666666666667,3.2721149921417236
4,1,12,0.03701754385964912,0.9296666666666666,0.2966666666666667,0.2966666666666667,0.2966666666666667,3.39667010307312
4,1,13,0.03666666666666667,0.9303333333333333,0.30333333333333334,0.30333333333333334,0.30333333333333334,3.2675321102142334
4,1,14,0.03666666666666667,0.9303333333333333,0.30333333333333334,0.30333333333333334,0.30333333333333334,3.311150074005127
4,1,15,0.03666666666666667,0.9303333333333333,0.30333333333333334,0.30333333333333334,0.30333333333333334,3.1718063354492188
4,1,16,0.036491228070175435,0.9306666666666666,0.30666666666666664,0.30666666666666664,0.30666666666666664,3.7599899768829346
4,1,32,0.03508771929824561,0.9333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.551741123199463
4,1,64,0.034210526315789476,0.935,0.35,0.35,0.35,3.7117841243743896
4,1,128,0.03333333333333333,0.9366666666666666,0.36666666666666664,0.36666666666666664,0.36666666666666664,3.7465789318084717
4,1,256,0.03543859649122807,0.9326666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,3.6000871658325195
4,1,512,0.044035087719298247,0.9163333333333333,0.16333333333333333,0.16333333333333333,0.16333333333333333,3.294239044189453
4,1,784,0.05263157894736842,0.9,0.0,0.0,0.0,3.287099838256836
4,2,1,0.037719298245614034,0.9283333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,3.6778202056884766
4,2,2,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.5755679607391357
4,2,3,0.040175438596491225,0.9236666666666666,0.23666666666666666,0.23666666666666666,0.23666666666666666,3.3726329803466797
4,2,4,0.039473684210526314,0.925,0.25,0.25,0.25,3.185030937194824
4,2,5,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.345031976699829
4,2,6,0.03894736842105263,0.926,0.26,0.26,0.26,3.3103079795837402
4,2,7,0.03929824561403509,0.9253333333333333,0.25333333333333335,0.25333333333333335,0.25333333333333335,3.2555670738220215
4,2,8,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.3754000663757324
4,2,9,0.039473684210526314,0.925,0.25,0.25,0.25,3.24118709564209
4,2,10,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.262847900390625
4,2,11,0.03859649122807018,0.9266666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,3.3703129291534424
4,2,12,0.038421052631578946,0.927,0.27,0.27,0.27,3.241410732269287
4,2,13,0.038421052631578946,0.927,0.27,0.27,0.27,3.4291348457336426
4,2,14,0.038421052631578946,0.927,0.27,0.27,0.27,3.1779980659484863
4,2,15,0.038421052631578946,0.927,0.27,0.27,0.27,3.3553881645202637
4,2,16,0.038421052631578946,0.927,0.27,0.27,0.27,3.460085868835449
4,2,32,0.03684210526315789,0.93,0.3,0.3,0.3,3.3463938236236572
4,2,64,0.03543859649122807,0.9326666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,3.224982976913452
4,2,128,0.03456140350877193,0.9343333333333333,0.3433333333333333,0.3433333333333333,0.3433333333333333,3.664999008178711
4,2,256,0.03701754385964912,0.9296666666666666,0.2966666666666667,0.2966666666666667,0.2966666666666667,3.647059917449951
4,2,512,0.045263157894736845,0.914,0.14,0.14,0.14,3.4003350734710693
4,2,784,0.05263157894736842,0.9,0.0,0.0,0.0,3.3265810012817383
4,3,1,0.03684210526315789,0.93,0.3,0.3,0.3,3.7171058654785156
4,3,2,0.0387719298245614,0.9263333333333333,0.2633333333333333,0.2633333333333333,0.2633333333333333,3.7437212467193604
4,3,3,0.039649122807017545,0.9246666666666666,0.2466666666666667,0.24666666666666667,0.24666666666666667,3.848376989364624
4,3,4,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.755824089050293
4,3,5,0.03894736842105263,0.926,0.26,0.26,0.26,3.787865161895752
4,3,6,0.03894736842105263,0.926,0.26,0.26,0.26,3.735046863555908
4,3,7,0.03912280701754386,0.9256666666666666,0.25666666666666665,0.25666666666666665,0.25666666666666665,3.3435239791870117
4,3,8,0.038421052631578946,0.927,0.27,0.27,0.27,3.4451169967651367
4,3,9,0.03859649122807018,0.9266666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,3.237745761871338
4,3,10,0.03824561403508772,0.9273333333333333,0.2733333333333333,0.2733333333333333,0.2733333333333333,3.3329720497131348
4,3,11,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,3.4861698150634766
4,3,12,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,3.2784881591796875
4,3,13,0.03807017543859649,0.9276666666666666,0.27666666666666667,0.27666666666666667,0.27666666666666667,3.1005330085754395
4,3,14,0.037894736842105266,0.928,0.28,0.28,0.28,3.4068381786346436
