ANN_model,digit_Ab,iteration,k,L,accuracy,TNrate,recall,f1,precision,time,metric
1,9,0,1,1,0.945,0.9710526315789474,0.45,0.45,0.45,4.541430950164795,Construction Error
1,9,0,1,2,0.9133333333333333,0.9543859649122807,0.13333333333333333,0.13333333333333333,0.13333333333333333,4.540844917297363,Construction Error
1,9,0,2,1,0.9503333333333334,0.973859649122807,0.5033333333333333,0.5033333333333333,0.5033333333333333,4.663142919540405,Construction Error
1,9,0,2,2,0.9193333333333333,0.9575438596491228,0.19333333333333333,0.19333333333333333,0.19333333333333333,4.66245698928833,Construction Error
1,9,0,3,1,0.9373333333333334,0.9670175438596491,0.37333333333333335,0.37333333333333335,0.37333333333333335,4.712223291397095,Construction Error
1,9,0,3,2,0.9206666666666666,0.9582456140350877,0.20666666666666667,0.20666666666666667,0.20666666666666667,4.706466197967529,Construction Error
1,9,0,4,1,0.962,0.98,0.62,0.62,0.62,4.6693994998931885,Construction Error
1,9,0,4,2,0.9326666666666666,0.964561403508772,0.32666666666666666,0.32666666666666666,0.32666666666666666,4.6641387939453125,Construction Error
1,9,0,5,1,0.9563333333333334,0.9770175438596491,0.5633333333333334,0.5633333333333334,0.5633333333333334,4.697848320007324,Construction Error
1,9,0,5,2,0.9326666666666666,0.964561403508772,0.32666666666666666,0.32666666666666666,0.32666666666666666,4.691468238830566,Construction Error
1,9,0,6,1,0.9553333333333334,0.9764912280701754,0.5533333333333333,0.5533333333333333,0.5533333333333333,4.72081184387207,Construction Error
1,9,0,6,2,0.931,0.9636842105263158,0.31,0.31,0.31,4.7159423828125,Construction Error
1,9,0,7,1,0.9413333333333334,0.9691228070175438,0.41333333333333333,0.41333333333333333,0.41333333333333333,4.693192720413208,Construction Error
1,9,0,7,2,0.9276666666666666,0.9619298245614035,0.27666666666666667,0.27666666666666667,0.27666666666666667,4.687974452972412,Construction Error
1,9,0,8,1,0.931,0.9636842105263158,0.31,0.31,0.31,4.738680124282837,Construction Error
1,9,0,8,2,0.923,0.9594736842105264,0.23,0.23,0.23,4.746993541717529,Construction Error
1,9,0,9,1,0.9296666666666666,0.9629824561403508,0.2966666666666667,0.2966666666666667,0.2966666666666667,4.840768814086914,Construction Error
1,9,0,9,2,0.925,0.9605263157894737,0.25,0.25,0.25,4.848618745803833,Construction Error
1,9,0,10,1,0.9323333333333333,0.9643859649122807,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.97532320022583,Construction Error
1,9,0,10,2,0.9256666666666666,0.9608771929824561,0.25666666666666665,0.25666666666666665,0.25666666666666665,4.980777263641357,Construction Error
1,9,1,1,1,0.945,0.9710526315789474,0.45,0.45,0.45,4.207258224487305,Construction Error
1,9,1,1,2,0.9113333333333333,0.9533333333333334,0.11333333333333333,0.11333333333333333,0.11333333333333333,4.210821151733398,Construction Error
1,9,1,2,1,0.9466666666666667,0.9719298245614035,0.4666666666666667,0.4666666666666667,0.4666666666666667,4.923759698867798,Construction Error
1,9,1,2,2,0.9113333333333333,0.9533333333333334,0.11333333333333333,0.11333333333333333,0.11333333333333333,4.923364162445068,Construction Error
1,9,1,3,1,0.9426666666666667,0.9698245614035088,0.4266666666666667,0.42666666666666675,0.4266666666666667,4.699847459793091,Construction Error
1,9,1,3,2,0.9186666666666666,0.9571929824561404,0.18666666666666668,0.18666666666666668,0.18666666666666668,4.692046880722046,Construction Error
1,9,1,4,1,0.943,0.97,0.43,0.42999999999999994,0.43,4.66944694519043,Construction Error
1,9,1,4,2,0.9233333333333333,0.9596491228070175,0.23333333333333334,0.23333333333333334,0.23333333333333334,4.677151679992676,Construction Error
1,9,1,5,1,0.9383333333333334,0.9675438596491228,0.38333333333333336,0.38333333333333336,0.38333333333333336,4.747215747833252,Construction Error
1,9,1,5,2,0.9256666666666666,0.9608771929824561,0.25666666666666665,0.25666666666666665,0.25666666666666665,4.754221439361572,Construction Error
1,9,1,6,1,0.9506666666666667,0.9740350877192983,0.5066666666666667,0.5066666666666667,0.5066666666666667,4.673367261886597,Construction Error
1,9,1,6,2,0.93,0.9631578947368421,0.3,0.3,0.3,4.677414894104004,Construction Error
1,9,1,7,1,0.9383333333333334,0.9675438596491228,0.38333333333333336,0.38333333333333336,0.38333333333333336,4.720526933670044,Construction Error
1,9,1,7,2,0.9256666666666666,0.9608771929824561,0.25666666666666665,0.25666666666666665,0.25666666666666665,4.722825765609741,Construction Error
1,9,1,8,1,0.9283333333333333,0.962280701754386,0.2833333333333333,0.2833333333333333,0.2833333333333333,4.658376216888428,Construction Error
1,9,1,8,2,0.9253333333333333,0.960701754385965,0.25333333333333335,0.25333333333333335,0.25333333333333335,4.661738872528076,Construction Error
1,9,1,9,1,0.927,0.9615789473684211,0.27,0.27,0.27,4.824199676513672,Construction Error
1,9,1,9,2,0.9253333333333333,0.960701754385965,0.25333333333333335,0.25333333333333335,0.25333333333333335,4.825380563735962,Construction Error
1,9,1,10,1,0.9296666666666666,0.9629824561403508,0.2966666666666667,0.2966666666666667,0.2966666666666667,5.044230699539185,Construction Error
1,9,1,10,2,0.926,0.9610526315789474,0.26,0.26,0.26,5.043795347213745,Construction Error
1,9,2,1,1,0.9423333333333334,0.9696491228070175,0.42333333333333334,0.42333333333333334,0.42333333333333334,4.273897886276245,Construction Error
1,9,2,1,2,0.9136666666666666,0.9545614035087719,0.13666666666666666,0.13666666666666666,0.13666666666666666,4.270097017288208,Construction Error
1,9,2,2,1,0.953,0.9752631578947368,0.53,0.53,0.53,4.6334710121154785,Construction Error
1,9,2,2,2,0.9173333333333333,0.9564912280701754,0.17333333333333334,0.17333333333333334,0.17333333333333334,4.628275632858276,Construction Error
1,9,2,3,1,0.9446666666666667,0.9708771929824561,0.44666666666666666,0.44666666666666666,0.44666666666666666,4.629742622375488,Construction Error
1,9,2,3,2,0.9196666666666666,0.9577192982456141,0.19666666666666666,0.19666666666666666,0.19666666666666666,4.6249401569366455,Construction Error
1,9,2,4,1,0.9463333333333334,0.9717543859649123,0.4633333333333333,0.4633333333333333,0.4633333333333333,4.676948070526123,Construction Error
1,9,2,4,2,0.9273333333333333,0.9617543859649123,0.2733333333333333,0.2733333333333333,0.2733333333333333,4.6718480587005615,Construction Error
1,9,2,5,1,0.933,0.9647368421052631,0.33,0.33,0.33,4.644619941711426,Construction Error
1,9,2,5,2,0.92,0.9578947368421052,0.2,0.20000000000000004,0.2,4.639512538909912,Construction Error
1,9,2,6,1,0.9656666666666667,0.9819298245614035,0.6566666666666666,0.6566666666666666,0.6566666666666666,5.039756774902344,Construction Error
1,9,2,6,2,0.939,0.9678947368421053,0.39,0.39,0.39,5.031969308853149,Construction Error
1,9,2,7,1,0.926,0.9610526315789474,0.26,0.26,0.26,4.714285135269165,Construction Error
1,9,2,7,2,0.9226666666666666,0.9592982456140351,0.22666666666666666,0.22666666666666666,0.22666666666666666,4.706146955490112,Construction Error
1,9,2,8,1,0.9296666666666666,0.9629824561403508,0.2966666666666667,0.2966666666666667,0.2966666666666667,4.807204961776733,Construction Error
1,9,2,8,2,0.9243333333333333,0.9601754385964912,0.24333333333333335,0.24333333333333335,0.24333333333333335,4.7994160652160645,Construction Error
1,9,2,9,1,0.931,0.9636842105263158,0.31,0.31,0.31,4.862438440322876,Construction Error
1,9,2,9,2,0.9263333333333333,0.9612280701754385,0.2633333333333333,0.2633333333333333,0.2633333333333333,4.856365442276001,Construction Error
1,9,2,10,1,0.9283333333333333,0.962280701754386,0.2833333333333333,0.2833333333333333,0.2833333333333333,4.988165855407715,Construction Error
1,9,2,10,2,0.926,0.9610526315789474,0.26,0.26,0.26,4.981675148010254,Construction Error
1,9,3,1,1,0.945,0.9710526315789474,0.45,0.45,0.45,4.321184158325195,Construction Error
1,9,3,1,2,0.9113333333333333,0.9533333333333334,0.11333333333333333,0.11333333333333333,0.11333333333333333,4.327242612838745,Construction Error
1,9,3,2,1,0.9463333333333334,0.9717543859649123,0.4633333333333333,0.4633333333333333,0.4633333333333333,4.739640712738037,Construction Error
