ANN_model,digit_Ab,iteration,k,L,accuracy,TNrate,recall,f1,precision,time,metric
1,9,4,2,1,0.9376666666666666,0.9671929824561404,0.37666666666666665,0.37666666666666665,0.37666666666666665,4.767232418060303,Projection Distance
1,9,4,2,2,0.9333333333333333,0.9649122807017544,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.767330169677734,Projection Distance
1,9,4,3,1,0.938,0.9673684210526315,0.38,0.38,0.38,4.686356782913208,Projection Distance
1,9,4,3,2,0.9513333333333334,0.9743859649122807,0.5133333333333333,0.5133333333333333,0.5133333333333333,4.686504364013672,Projection Distance
1,9,4,4,1,0.9493333333333334,0.9733333333333334,0.49333333333333335,0.4933333333333334,0.49333333333333335,4.798476934432983,Projection Distance
1,9,4,4,2,0.952,0.9747368421052631,0.52,0.52,0.52,4.7975335121154785,Projection Distance
1,9,4,5,1,0.9506666666666667,0.9740350877192983,0.5066666666666667,0.5066666666666667,0.5066666666666667,4.722237586975098,Projection Distance
1,9,4,5,2,0.9476666666666667,0.9724561403508772,0.4766666666666667,0.4766666666666667,0.4766666666666667,4.723440408706665,Projection Distance
1,9,4,6,1,0.9453333333333334,0.9712280701754386,0.4533333333333333,0.4533333333333333,0.4533333333333333,4.754587173461914,Projection Distance
1,9,4,6,2,0.942,0.9694736842105263,0.42,0.41999999999999993,0.42,4.754770278930664,Projection Distance
1,9,4,7,1,0.935,0.9657894736842105,0.35,0.35,0.35,4.6757566928863525,Projection Distance
1,9,4,7,2,0.9233333333333333,0.9596491228070175,0.23333333333333334,0.23333333333333334,0.23333333333333334,4.676142930984497,Projection Distance
1,9,4,8,1,0.9246666666666666,0.9603508771929825,0.24666666666666667,0.2466666666666667,0.24666666666666667,4.658989906311035,Projection Distance
1,9,4,8,2,0.9283333333333333,0.962280701754386,0.2833333333333333,0.2833333333333333,0.2833333333333333,4.65949821472168,Projection Distance
1,9,4,9,1,0.9323333333333333,0.9643859649122807,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.876194953918457,Projection Distance
1,9,4,9,2,0.927,0.9615789473684211,0.27,0.27,0.27,4.876428604125977,Projection Distance
1,9,4,10,1,0.9406666666666667,0.9687719298245614,0.4066666666666667,0.4066666666666667,0.4066666666666667,4.963587284088135,Projection Distance
1,9,4,10,2,0.9363333333333334,0.9664912280701754,0.36333333333333334,0.3633333333333333,0.36333333333333334,4.964213848114014,Projection Distance
