,0
0,0.10266814475202526
1,0.1786378079712853
2,0.23521360374523637
3,0.2771530813697416
4,0.30599244762640815
5,0.33074281702389124
6,0.34999430413858196
7,0.3690633424864264
8,0.3874294675721337
9,0.40444121043087516
10,0.42097322772703866
11,0.4360944691267591
12,0.4498513670650176
13,0.46326592187433596
14,0.4748159989445537
15,0.4859045957505799
16,0.49656595429803524
17,0.5063692932976137
18,0.5156262316109143
19,0.5246784650445551
20,0.5335899875263488
21,0.5422003492497847
22,0.5504202365340508
23,0.558450552589157
24,0.5661980722025348
25,0.5735545691266057
26,0.5808569082797059
27,0.588051318958267
28,0.5950398891907998
29,0.6019070546433763
30,0.6086558911793335
31,0.6153728533830921
32,0.621933613070155
33,0.628395539585977
34,0.6347191900435178
35,0.6408925737167241
36,0.6468835309030321
37,0.6526525436371796
38,0.6582454895823464
39,0.6637996956221959
40,0.6692995720502332
41,0.6746860232695239
42,0.6800205627190473
43,0.6852558873626032
44,0.6904184543442562
45,0.6954969577209361
46,0.7003614221695279
47,0.7050292834706895
48,0.7096749730373524
49,0.714243977537161
50,0.7187827004398438
51,0.7231601304276672
52,0.7274189296471447
53,0.7315725916256708
54,0.7356856069008512
55,0.7396683979364921
56,0.7436225843164265
57,0.7474623927530512
58,0.7512072932122097
59,0.7548255129097929
60,0.7583887430105619
61,0.7619283174349576
62,0.7654624527699733
63,0.7689797695730219
64,0.772482168033981
65,0.7759507820047129
66,0.7793880666681743
67,0.7827982285955067
68,0.7861734308193103
69,0.7894886298295484
70,0.7927320334293774
71,0.7958875290871168
72,0.7989407800484998
73,0.801964781695844
74,0.8049301045391657
75,0.8078921881334954
76,0.8107106492104103
77,0.8135186311598481
78,0.8162569434751589
79,0.8188669994493951
80,0.8214328583239588
81,0.8239650218344722
82,0.8264489334832487
83,0.8288707683162728
84,0.8312385883602093
85,0.8335495514985792
86,0.8358156223186622
87,0.8380682691534819
88,0.8402846525913767
89,0.8424291018350448
90,0.8445194098073153
91,0.8465264595698894
92,0.8485212238726686
93,0.8504655600975023
94,0.8524018529732126
95,0.8543274025616172
96,0.8562247368610034
97,0.8580968222928443
98,0.8599293390813393
99,0.861736245495642
100,0.8635184887193792
101,0.865291729612241
102,0.8670494709351645
103,0.8688009268619411
104,0.8705423975895228
105,0.8722551502891075
106,0.873960120333995
107,0.8756436517766153
108,0.8773227136016725
109,0.8789675796317372
110,0.8805738701247137
111,0.8821518738731727
112,0.8836735809524687
113,0.8851857658413039
114,0.8866817343133874
115,0.8881522239949522
116,0.8896144207529318
117,0.8910432818043529
118,0.8924594866262265
119,0.8938466650237792
120,0.8951848307168575
121,0.8965139026728237
122,0.8978114628795092
123,0.8990959719838251
124,0.9003618239962932
125,0.9016090877464241
126,0.9028274520763241
127,0.9040281319142731
128,0.9052068365100872
129,0.9063745817716271
130,0.9075074308868756
131,0.9086154683217563
132,0.9097119377668504
133,0.9107842449216249
134,0.9118303482166301
135,0.9128650775991535
136,0.9138759504944869
137,0.9148735307907597
138,0.915862286978358
139,0.9168325353139348
140,0.9177941089867033
141,0.9187499131205206
142,0.9196815990722831
143,0.9205903945389741
144,0.9214837912668047
145,0.9223639163906008
146,0.9232341299723632
147,0.9240941783293664
148,0.9249341273385475
149,0.9257559046574915
150,0.9265626096848923
151,0.9273609421253137
152,0.9281420950448349
153,0.9289113017783666
154,0.9296704841063249
155,0.9304122730428821
156,0.9311410691676305
157,0.9318666437964888
158,0.9325837647395943
159,0.9332937281910755
160,0.9340001248249864
161,0.9346960958316148
162,0.9353858454144687
163,0.9360560353725088
164,0.9367171598542472
165,0.9373674902662502
166,0.9380125491616471
167,0.938653891188903
168,0.9392916059986783
169,0.9399186148051583
170,0.9405381696622866
171,0.941151463188834
172,0.9417479073246634
173,0.9423346219152904
174,0.9429181967823467
175,0.9434930528434492
176,0.9440612879342402
177,0.9446243829155712
178,0.9451762424093536
179,0.9457200615902472
180,0.9462607365560074
181,0.9467910032532327
182,0.9473192749251831
183,0.9478397926294532
184,0.9483535473508722
185,0.948857085034347
186,0.9493559332440993
187,0.9498497476471497
188,0.950340928014193
189,0.9508187175640905
190,0.9512901114913241
191,0.9517589123477053
192,0.9522179233947585
193,0.9526727269569406
194,0.9531217186637837
195,0.953568507709438
196,0.9540076787283914
197,0.9544446203950917
198,0.9548768210529841
199,0.955303503602096
200,0.9557250474589983
201,0.9561365771529099
202,0.95654421313803
203,0.9569473880972424
204,0.9573477747705452
205,0.9577439275979738
206,0.95813752238991
207,0.9585211477171836
208,0.9589015654881431
209,0.9592793518120042
210,0.9596539609925039
211,0.9600226724727886
212,0.9603880018663443
213,0.96075058576848
214,0.9611072114794252
215,0.9614602079266767
216,0.9618103169812339
217,0.9621528326217212
218,0.9624897897354208
219,0.9628209754307417
220,0.9631512341692945
221,0.9634788116507346
222,0.9638040083156553
223,0.9641245306586267
224,0.9644431042826833
225,0.9647589891189036
226,0.9650709432700731
227,0.9653820972752591
228,0.9656885528902663
229,0.9659941781151106
230,0.9662975513338998
231,0.9665984115439846
232,0.9668945370049561
233,0.9671881419267803
234,0.9674785040584509
235,0.9677668604176457
236,0.968053706209435
237,0.968337304713871
238,0.9686164997497101
239,0.968892418562475
240,0.9691659964002101
241,0.9694366322599527
242,0.9697039920782188
243,0.9699698618213306
244,0.9702330357737586
245,0.9704947063481476
246,0.9707530198597456
247,0.9710104081603382
248,0.9712648831587463
249,0.9715161427517156
250,0.9717651699010803
251,0.9720107685785399
252,0.9722542157686205
253,0.9724942019099768
254,0.9727336323170058
255,0.9729724699203295
256,0.9732089965559205
257,0.9734435164862122
258,0.9736763373933931
259,0.973906304140146
260,0.9741332324603735
261,0.9743592541168205
262,0.9745821702884772
263,0.974802828734854
264,0.9750198691859002
265,0.9752332425991725
266,0.9754450803354131
267,0.9756558266760632
268,0.9758639515102515
269,0.9760698010830923
270,0.9762755024183947
271,0.9764800841305548
272,0.9766833077823805
273,0.9768844905539207
274,0.977084637780269
275,0.9772839879462195
276,0.9774817120935894
277,0.9776782795791833
278,0.9778719514756343
279,0.9780653175027699
280,0.9782557562434181
281,0.9784439460901881
282,0.9786312696887935
283,0.9788170125015437
284,0.9790025531470004
285,0.9791852490349421
286,0.9793666894007376
287,0.9795473093381631
288,0.9797258530920914
289,0.9799037433911824
290,0.9800793121963314
291,0.9802525012687219
292,0.9804245281644692
293,0.9805952416112217
294,0.9807655921074425
295,0.98093264158353
296,0.9810979772094157
297,0.9812619756441522
298,0.9814247435976335
299,0.9815865298014084
300,0.9817473219091825
301,0.9819071824327957
302,0.9820647458182149
303,0.9822217690113138
304,0.9823781347226758
305,0.9825331454681328
306,0.9826869268348094
307,0.9828392950070832
308,0.9829907685954383
309,0.9831404688481092
310,0.9832882103681586
311,0.9834344571599033
312,0.9835798224171286
313,0.9837247923074071
314,0.9838687633759264
315,0.9840116097267273
316,0.9841531139937639
317,0.984293117965157
318,0.9844324250079182
319,0.9845710109702823
320,0.9847081408102477
321,0.9848446574535685
322,0.9849790714833658
323,0.9851122974782796
324,0.9852444397925586
325,0.9853754052618046
326,0.9855052017659804
327,0.9856341537110654
328,0.9857626850976604
329,0.9858902173407654
330,0.9860154737961173
331,0.9861405630575212
332,0.9862654824180277
333,0.9863897456734878
334,0.9865125093415466
335,0.9866346300852862
336,0.9867564268128213
337,0.9868769951241966
338,0.9869972944613431
339,0.9871170235744471
340,0.9872349569482812
341,0.9873517929499497
342,0.9874681907914811
343,0.9875835298978904
344,0.987698420668427
345,0.9878127984251869
346,0.9879260205210655
347,0.9880390349507284
348,0.9881510038129424
349,0.9882620557898987
350,0.9883728842112199
351,0.9884829876026872
352,0.9885922855389097
353,0.9887014540183166
354,0.9888099038518051
355,0.9889171257910913
356,0.9890239575057834
357,0.989129400615068
358,0.9892345546387323
359,0.9893389882180704
360,0.9894429829624972
361,0.9895456224919675
362,0.9896478936775425
363,0.9897486275297255
364,0.9898491033072917
365,0.989948878263201
366,0.9900478459632716
367,0.9901461702632123
368,0.990244081304902
369,0.9903414649195472
370,0.9904382985649678
371,0.9905342786974413
372,0.9906296249067428
373,0.9907246968888437
374,0.9908191280682749
375,0.9909130129014991
376,0.9910064158377112
377,0.9910987350418528
378,0.9911903901236366
379,0.9912816508712678
380,0.9913724416942445
381,0.9914621757522896
382,0.9915517983900713
383,0.9916407701166028
384,0.991728820428543
385,0.9918163107981376
386,0.9919034062680221
387,0.9919896620165881
388,0.9920757976424652
389,0.9921613049349411
390,0.9922465324045463
391,0.9923311411276221
392,0.9924153876033472
393,0.9924989831581535
394,0.9925818270182695
395,0.9926639479102963
396,0.9927455427962105
397,0.9928267537625024
398,0.9929071427902878
399,0.9929870615713984
400,0.9930664755195484
401,0.9931452838964899
402,0.9932239136860445
403,0.9933018316359006
404,0.9933796060902457
405,0.9934567514554403
406,0.9935334413788218
407,0.9936098840785256
408,0.9936856680704373
409,0.9937613416640884
410,0.9938364046215624
411,0.9939111285177606
412,0.993985482681695
413,0.9940593454850466
414,0.9941328224851532
415,0.9942050460237731
416,0.9942768930726079
417,0.9943482846489015
418,0.9944191766300845
419,0.9944898662512732
420,0.9945599184682755
421,0.9946295857059896
422,0.9946989797078827
423,0.9947681400102221
424,0.9948367956672367
425,0.9949046933790473
426,0.9949718656509902
427,0.9950385390361394
428,0.9951050406607427
429,0.9951713832590884
430,0.9952373584314627
431,0.9953031485616657
432,0.9953686555237279
433,0.9954338056717407
434,0.9954982450234761
435,0.9955619208409119
436,0.9956252883414155
437,0.9956881393817989
438,0.9957506816321224
439,0.995812539845828
440,0.99587412424789
441,0.995935560935791
442,0.9959965963476076
443,0.9960573209934211
444,0.9961176125499279
445,0.9961774879442277
446,0.9962370541414912
447,0.9962960155511331
448,0.9963546621442192
449,0.996412948787287
450,0.9964710870854033
451,0.996528428604984
452,0.9965855916192796
453,0.9966423669159158
454,0.9966988029067166
455,0.9967550020911333
456,0.9968110471153363
457,0.9968664162542208
458,0.9969215674074265
459,0.9969761273224554
460,0.9970303511216316
461,0.9970843228714319
462,0.9971381776152911
463,0.9971918367478575
464,0.9972447617610222
465,0.9972974609553074
466,0.9973497232002645
467,0.9974015121336134
468,0.9974529969406731
469,0.9975042706059148
470,0.99755469961481
471,0.9976050087769033
472,0.9976549305865683
473,0.9977044568020079
474,0.9977534092006688
475,0.9978021585715335
476,0.997850321382517
477,0.997898277892242
478,0.9979461766443337
479,0.9979937120588362
480,0.9980407474038958
481,0.9980877050960194
482,0.9981340953190663
483,0.9981800668610357
484,0.9982256823970561
485,0.9982711279070235
486,0.9983160829609127
487,0.9983606485286152
488,0.9984047990213746
489,0.9984486764008345
490,0.9984923387295094
491,0.9985356130592756
492,0.9985785598159206
493,0.9986212766459084
494,0.9986635884405861
495,0.9987057677578441
496,0.9987475652853137
497,0.998788708407363
498,0.9988294391787871
499,0.9988695871152569
500,0.9989090731569591
501,0.9989482063802018
502,0.998987147256265
503,0.9990256016108701
504,0.9990632826696823
