ANN_model,digit_Ab,iteration,k,L,accuracy,TNrate,recall,f1,precision,time,metric
1,2,2,6,2,0.9296666666666666,0.9629824561403508,0.2966666666666667,0.2966666666666667,0.2966666666666667,5.075293779373169,Projection Distance
1,2,2,7,1,0.92,0.9578947368421052,0.2,0.20000000000000004,0.2,4.7743449211120605,Projection Distance
1,2,2,7,2,0.9293333333333333,0.9628070175438597,0.29333333333333333,0.29333333333333333,0.29333333333333333,4.7746570110321045,Projection Distance
1,2,2,8,1,0.9433333333333334,0.9701754385964912,0.43333333333333335,0.43333333333333335,0.43333333333333335,4.7775585651397705,Projection Distance
1,2,2,8,2,0.935,0.9657894736842105,0.35,0.35,0.35,4.777803421020508,Projection Distance
1,2,2,9,1,0.931,0.9636842105263158,0.31,0.31,0.31,4.790554046630859,Projection Distance
1,2,2,9,2,0.9226666666666666,0.9592982456140351,0.22666666666666666,0.22666666666666666,0.22666666666666666,4.791648864746094,Projection Distance
1,2,2,10,1,0.9386666666666666,0.967719298245614,0.38666666666666666,0.38666666666666666,0.38666666666666666,5.036192893981934,Projection Distance
1,2,2,10,2,0.9386666666666666,0.967719298245614,0.38666666666666666,0.38666666666666666,0.38666666666666666,5.036499261856079,Projection Distance
1,2,3,1,1,0.9323333333333333,0.9643859649122807,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.210690259933472,Projection Distance
1,2,3,1,2,0.9323333333333333,0.9643859649122807,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.2110559940338135,Projection Distance
1,2,3,2,1,0.9333333333333333,0.9649122807017544,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.6734044551849365,Projection Distance
1,2,3,2,2,0.9333333333333333,0.9649122807017544,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.674210786819458,Projection Distance
1,2,3,3,1,0.9386666666666666,0.967719298245614,0.38666666666666666,0.38666666666666666,0.38666666666666666,4.714266300201416,Projection Distance
1,2,3,3,2,0.944,0.9705263157894737,0.44,0.44,0.44,4.715139389038086,Projection Distance
1,2,3,4,1,0.9393333333333334,0.9680701754385965,0.3933333333333333,0.3933333333333333,0.3933333333333333,4.743565559387207,Projection Distance
1,2,3,4,2,0.937,0.966842105263158,0.37,0.37,0.37,4.743858337402344,Projection Distance
1,2,3,5,1,0.9336666666666666,0.9650877192982457,0.33666666666666667,0.33666666666666667,0.33666666666666667,4.662765979766846,Projection Distance
1,2,3,5,2,0.9356666666666666,0.966140350877193,0.3566666666666667,0.35666666666666674,0.3566666666666667,4.66268253326416,Projection Distance
1,2,3,6,1,0.934,0.9652631578947368,0.34,0.34,0.34,4.635213136672974,Projection Distance
1,2,3,6,2,0.9293333333333333,0.9628070175438597,0.29333333333333333,0.29333333333333333,0.29333333333333333,4.636417865753174,Projection Distance
1,2,3,7,1,0.9226666666666666,0.9592982456140351,0.22666666666666666,0.22666666666666666,0.22666666666666666,4.698778390884399,Projection Distance
1,2,3,7,2,0.9273333333333333,0.9617543859649123,0.2733333333333333,0.2733333333333333,0.2733333333333333,4.698519229888916,Projection Distance
1,2,3,8,1,0.9323333333333333,0.9643859649122807,0.3233333333333333,0.3233333333333333,0.3233333333333333,4.788887023925781,Projection Distance
1,2,3,8,2,0.9346666666666666,0.9656140350877193,0.3466666666666667,0.3466666666666667,0.3466666666666667,4.788732528686523,Projection Distance
1,2,3,9,1,0.932,0.9642105263157895,0.32,0.32,0.32,4.84598970413208,Projection Distance
1,2,3,9,2,0.9346666666666666,0.9656140350877193,0.3466666666666667,0.3466666666666667,0.3466666666666667,4.846248626708984,Projection Distance
1,2,3,10,1,0.9233333333333333,0.9596491228070175,0.23333333333333334,0.23333333333333334,0.23333333333333334,5.3442747592926025,Projection Distance
1,2,3,10,2,0.9266666666666666,0.9614035087719298,0.26666666666666666,0.26666666666666666,0.26666666666666666,5.3444764614105225,Projection Distance
1,2,4,1,1,0.9356666666666666,0.966140350877193,0.3566666666666667,0.35666666666666674,0.3566666666666667,4.285709857940674,Projection Distance
1,2,4,1,2,0.9356666666666666,0.966140350877193,0.3566666666666667,0.35666666666666674,0.3566666666666667,4.28602933883667,Projection Distance
1,2,4,2,1,0.9426666666666667,0.9698245614035088,0.4266666666666667,0.42666666666666675,0.4266666666666667,4.692452430725098,Projection Distance
1,2,4,2,2,0.9366666666666666,0.9666666666666667,0.36666666666666664,0.36666666666666664,0.36666666666666664,4.692556858062744,Projection Distance
1,2,4,3,1,0.9433333333333334,0.9701754385964912,0.43333333333333335,0.43333333333333335,0.43333333333333335,4.732528209686279,Projection Distance
1,2,4,3,2,0.95,0.9736842105263158,0.5,0.5,0.5,4.732662677764893,Projection Distance
1,2,4,4,1,0.9443333333333334,0.970701754385965,0.44333333333333336,0.44333333333333336,0.44333333333333336,4.644952774047852,Projection Distance
1,2,4,4,2,0.9406666666666667,0.9687719298245614,0.4066666666666667,0.4066666666666667,0.4066666666666667,4.6455090045928955,Projection Distance
1,2,4,5,1,0.928,0.9621052631578947,0.28,0.28,0.28,4.7744176387786865,Projection Distance
1,2,4,5,2,0.933,0.9647368421052631,0.33,0.33,0.33,4.774735689163208,Projection Distance
1,2,4,6,1,0.9316666666666666,0.9640350877192982,0.31666666666666665,0.31666666666666665,0.31666666666666665,4.792572975158691,Projection Distance
1,2,4,6,2,0.937,0.966842105263158,0.37,0.37,0.37,4.792750835418701,Projection Distance
1,2,4,7,1,0.9353333333333333,0.9659649122807018,0.35333333333333333,0.35333333333333333,0.35333333333333333,4.737620830535889,Projection Distance
1,2,4,7,2,0.9333333333333333,0.9649122807017544,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.7379889488220215,Projection Distance
1,2,4,8,1,0.9476666666666667,0.9724561403508772,0.4766666666666667,0.4766666666666667,0.4766666666666667,4.662402153015137,Projection Distance
1,2,4,8,2,0.9406666666666667,0.9687719298245614,0.4066666666666667,0.4066666666666667,0.4066666666666667,4.662996530532837,Projection Distance
1,2,4,9,1,0.93,0.9631578947368421,0.3,0.3,0.3,4.8506083488464355,Projection Distance
1,2,4,9,2,0.9223333333333333,0.9591228070175438,0.22333333333333333,0.22333333333333333,0.22333333333333333,4.855464696884155,Projection Distance
1,2,4,10,1,0.935,0.9657894736842105,0.35,0.35,0.35,5.043554306030273,Projection Distance
1,2,4,10,2,0.9353333333333333,0.9659649122807018,0.35333333333333333,0.35333333333333333,0.35333333333333333,5.044161796569824,Projection Distance
