digit_Ab,iteration,k,FPrate,accuracy,f1,precision,recall,time
10,0,1,0.052456140350877194,0.9003333333333333,0.003333333333333334,0.0033333333333333335,0.0033333333333333335,0.8342339992523193
10,0,2,0.042105263157894736,0.92,0.20000000000000004,0.2,0.2,0.7964510917663574
10,0,3,0.030350877192982455,0.9423333333333334,0.42333333333333334,0.42333333333333334,0.42333333333333334,0.6890230178833008
10,0,4,0.03543859649122807,0.9326666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.6587891578674316
10,0,5,0.03929824561403509,0.9253333333333333,0.25333333333333335,0.25333333333333335,0.25333333333333335,0.7396571636199951
10,0,6,0.034210526315789476,0.935,0.35,0.35,0.35,0.7178997993469238
10,0,7,0.03070175438596491,0.9416666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.867285966873169
10,0,8,0.031578947368421054,0.94,0.4000000000000001,0.4,0.4,1.0091438293457031
10,0,9,0.03508771929824561,0.9333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0595688819885254
10,0,10,0.03456140350877193,0.9343333333333333,0.3433333333333333,0.3433333333333333,0.3433333333333333,0.8492031097412109
10,0,11,0.03543859649122807,0.9326666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.7568728923797607
10,0,12,0.035789473684210524,0.932,0.32,0.32,0.32,0.7876861095428467
10,0,13,0.03543859649122807,0.9326666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.8507888317108154
10,0,14,0.03368421052631579,0.936,0.36,0.36,0.36,0.7727668285369873
10,0,15,0.03368421052631579,0.936,0.36,0.36,0.36,0.8288629055023193
10,0,16,0.03385964912280702,0.9356666666666666,0.35666666666666674,0.3566666666666667,0.3566666666666667,0.7860350608825684
10,0,32,0.034210526315789476,0.935,0.35,0.35,0.35,0.980762243270874
10,0,64,0.032105263157894734,0.939,0.39,0.39,0.39,1.1395068168640137
10,0,128,0.030877192982456142,0.9413333333333334,0.41333333333333333,0.41333333333333333,0.41333333333333333,1.443701982498169
10,0,256,0.029298245614035087,0.9443333333333334,0.44333333333333336,0.44333333333333336,0.44333333333333336,2.182197332382202
10,0,512,0.029473684210526315,0.944,0.44,0.44,0.44,3.7566778659820557
10,0,784,0.04491228070175438,0.9146666666666666,0.14666666666666667,0.14666666666666667,0.14666666666666667,3.40956711769104
10,1,1,0.05210526315789474,0.901,0.01,0.01,0.01,0.6769280433654785
10,1,2,0.04350877192982456,0.9173333333333333,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.6649348735809326
10,1,3,0.030877192982456142,0.9413333333333334,0.41333333333333333,0.41333333333333333,0.41333333333333333,0.6514482498168945
10,1,4,0.034736842105263156,0.934,0.34,0.34,0.34,0.6341249942779541
10,1,5,0.03859649122807018,0.9266666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.6430392265319824
10,1,6,0.03385964912280702,0.9356666666666666,0.35666666666666674,0.3566666666666667,0.3566666666666667,0.8335978984832764
